title,link,published,summary
Smoking Cessation Program in the Construction Sector,http://classic.clinicaltrials.gov/ct2/show/NCT06098144?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Smoking Cessation;   Tobacco Use Cessation;   Tobacco Smoking<br /><b>Interventions</b>:    Drug: Nicoderm C-Q Gum;   Behavioral: Tobacco Quit-line;   Behavioral: Brief Behavioral Counseling;   Behavioral: Intensive Behavioral Counseling<br /><b>Sponsors</b>:    University of Miami;   Florida Department of Health<br /><b>Not yet recruiting</b>
Comparative Effects of the Neurodynamic Slider and Tensioner Mobilisation Techniques on Sympathetic Nervous System Function: A Randomised Controlled Trial,http://classic.clinicaltrials.gov/ct2/show/NCT06098131?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Health Care Acceptor<br /><b>Intervention</b>:    Other: Neurodynamic<br /><b>Sponsor</b>:    European University Cyprus<br /><b>Completed</b>
Adapting a Mammography Decision Aid to Support Women Living in a Community Contaminated by PFAS,http://classic.clinicaltrials.gov/ct2/show/NCT06098118?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Breast Cancer Screening<br /><b>Intervention</b>:    Behavioral: MyMammogram decision aid<br /><b>Sponsor</b>:    Dartmouth-Hitchcock Medical Center<br /><b>Not yet recruiting</b>
Laparoscopic vs Ultrasound-Guided Transversus Abdominis Plane Block vs Laparoscopic Intraperitoneal Instillation of Local Anesthetic in Pediatrics,http://classic.clinicaltrials.gov/ct2/show/NCT06098105?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Laparoscopic;   Ultrasound;   Transversus Abdominis Plane Block;   Laparoscopic Intraperitoneal Instillation;   Pediatrics;   Inguinal Hernia Repair<br /><b>Interventions</b>:    Procedure: Ultrasound-guided transversus abdominis plane block;   Procedure: Laparoscopic-assisted transversus abdominis plane block;   Procedure: Laparoscopic-assisted intraperitoneal instillation;   Drug: Bupivacaine<br /><b>Sponsor</b>:    Tanta University<br /><b>Recruiting</b>
Experimental Validation of the Long-term Accuracy of Blood Pressure Measurement Using a Smartwatch,http://classic.clinicaltrials.gov/ct2/show/NCT06098092?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Hypertension;   Blood Pressure<br /><b>Intervention</b>:    Other: Long-term non-invasive Blood pressure monitoring<br /><b>Sponsor</b>:    Czech Technical University in Prague<br /><b>Enrolling by invitation</b>
Effect of Naltrexone Hydrochloride ER and Bupropion Hydrochloride ER Combination (Contrave®/Mysimba®) on Major Adverse Cardiovascular Events (MACE),http://classic.clinicaltrials.gov/ct2/show/NCT06098079?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Obesity<br /><b>Interventions</b>:    Drug: Naltrexone-Bupropion (NB) Combination;   Drug: Placebo<br /><b>Sponsor</b>:    Currax Pharmaceuticals<br /><b>Not yet recruiting</b>
Decoding Risks and Rewards in Ischemic Stroke Surgery,http://classic.clinicaltrials.gov/ct2/show/NCT06098066?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Ischemic Stroke<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    China Medical University Hospital<br /><b>Completed</b>
Efficacy of Muscle Energy Technique Alone and in Combination With Interferential Therapy for the Treatment of Non-specific Low Back Pain.,http://classic.clinicaltrials.gov/ct2/show/NCT06098053?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Back Pain<br /><b>Interventions</b>:    Other: muscle energy technique;   Other: Muscel energy technique along with interferential therapy<br /><b>Sponsor</b>:    Neuro Counsel Hospital, Pakistan<br /><b>Completed</b>"
Long-Term Feedback Effect of FGM in Newly-Diagnosed T2D Patients,http://classic.clinicaltrials.gov/ct2/show/NCT06098040?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Type 2 Diabetes<br /><b>Interventions</b>:    Device: flash glucose monitoring continuous;   Diagnostic Test: capillary blood test;   Device: flash glucose monitoring intermittent<br /><b>Sponsor</b>:    Campus Bio-Medico University<br /><b>Recruiting</b>
Study of [14C]CS0159 in China Healthy Subjects,http://classic.clinicaltrials.gov/ct2/show/NCT06098027?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Primary Biliary Cholangitis<br /><b>Intervention</b>:    Drug: [14C]CS0159<br /><b>Sponsor</b>:    Cascade Pharmaceuticals, Inc<br /><b>Not yet recruiting</b>"
Safety & Efficacy of Thalidomide in Children With Transfusion Dependent Thalassemia,http://classic.clinicaltrials.gov/ct2/show/NCT06098014?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Transfusion-dependent Thalassemia<br /><b>Interventions</b>:    Drug: Thalidomide Capsules;   Drug: Placebo<br /><b>Sponsor</b>:    Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh<br /><b>Recruiting</b>"
Bioavailability Study of Hemp Phenolics,http://classic.clinicaltrials.gov/ct2/show/NCT06098001?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Bioavailability;   Metabolites;   Excretion<br /><b>Interventions</b>:    Dietary Supplement: Low dose dietary fiber;   Dietary Supplement: High dose dietary fiber<br /><b>Sponsors</b>:    Brightseed;   Biofortis Mérieux NutriSciences;   University of Arkansas<br /><b>Active, not recruiting</b>"
Pilot Study of Knee Osteoarthritis Treatment,http://classic.clinicaltrials.gov/ct2/show/NCT06097988?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Knee Osteoarthritis<br /><b>Intervention</b>:    Device: ABIO3419<br /><b>Sponsor</b>:    Symatese<br /><b>Not yet recruiting</b>
A Clinical Trial on Combined (Neo-)Adjuvant Intravenous Plus Intracranial Administration of Ipilimumab and Nivolumab in Recurrent Glioblastoma,http://classic.clinicaltrials.gov/ct2/show/NCT06097975?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Recurrent Glioblastoma<br /><b>Interventions</b>:    Drug: Neo-adjuvant nivolumab and ipililumab IV + adjuvant nivolumab and ipililumab IV;   Procedure: Neurosurgery and intracavitary injection nivolumab and ipililumab;   Drug: Adjuvant nivolumab IV + nivolumab and ipililumab intracavitary<br /><b>Sponsor</b>:    Universitair Ziekenhuis Brussel<br /><b>Not yet recruiting</b>
Safety and Efficacy of NK510 to Treat NSCLC,http://classic.clinicaltrials.gov/ct2/show/NCT06097962?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    NSCLC<br /><b>Interventions</b>:    Drug: NK510;   Drug: Tislelizumab，atezolizumab or sugemalimab<br /><b>Sponsors</b>:    Base Therapeutics (Shanghai) Co., Ltd.;   The General Hospital of Eastern Theater Command<br /><b>Recruiting</b>"
AcuPebble to Remotely Monitor Patients With OSA on CPAP Therapy,http://classic.clinicaltrials.gov/ct2/show/NCT06097949?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Sleep Apnea, Obstructive<br /><b>Intervention</b>:    Device: AcuPebble SA100<br /><b>Sponsors</b>:    Royal Free Hospital NHS Foundation Trust;   Acurable Ltd.<br /><b>Recruiting</b>"
New Prognostic and Predictive Biomarkers for HPV-associated Oropharyngeal Cancer,http://classic.clinicaltrials.gov/ct2/show/NCT06097936?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    PREDICTIVE BIOMARKERS;   Evaluation of HPV-specific E5 Transcript Expression in a Cohort of Patients With HPV-associated OPC;   HPV 16 Positive Oropharyngeal Tumors (OPC)<br /><b>Intervention</b>:    Diagnostic Test: HPV-ASSOCIATED OROPHARYNGEAL CANCER<br /><b>Sponsors</b>:    Regina Elena Cancer Institute;   University of California, San Diego;   Lega Italiana per la Lotta contro i Tumori<br /><b>Recruiting</b>"
Implementation of Fluid Strategies Using Real-time Bioelectrical Analyzer in Surgical Intensive Care Unit (SICU),http://classic.clinicaltrials.gov/ct2/show/NCT06097923?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Fluid Overload;   Fluid Loss<br /><b>Interventions</b>:    Drug: Active fluid management with BIA monitoring;   Drug: Conventional fluid management without BIA monitoring<br /><b>Sponsor</b>:    Seoul St. Mary's Hospital<br /><b>Completed</b>
Watchful Waiting for Patients With Multifocal Ground-glass Opacities (ECTOP-1021),http://classic.clinicaltrials.gov/ct2/show/NCT06097910?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Lung Ground-glass Opacities;   Watchful Waiting<br /><b>Intervention</b>:    Procedure: Watchful waiting<br /><b>Sponsor</b>:    Fudan University<br /><b>Not yet recruiting</b>
Imaging of Vitreous Opacities in Human Eyes,http://classic.clinicaltrials.gov/ct2/show/NCT06097897?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Floaters;   Vitreous Opacities<br /><b>Intervention</b>:    Device: SVO-ID<br /><b>Sponsor</b>:    PulseMedica<br /><b>Not yet recruiting</b>
Healthy School mEAls With Less Salt：an Action to Reduce Salt Intake in School Meals for Children in Rural China,http://classic.clinicaltrials.gov/ct2/show/NCT06097884?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Blood Pressure<br /><b>Interventions</b>:    Other: Main study intervention-Salt substitute;   Other: Main study control-Usual salt;   Other: Ancillary study intervention-Meal trays;   Other: Ancillary study control-Bowls<br /><b>Sponsors</b>:    Peking University;   China development research foundation<br /><b>Not yet recruiting</b>
RCT of an Oral Acne Supplement for Adult Women,http://classic.clinicaltrials.gov/ct2/show/NCT06097871?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Acne<br /><b>Interventions</b>:    Dietary Supplement: Skin Nutraceutical Supplement;   Other: Placebo pill<br /><b>Sponsor</b>:    Nutraceutical Wellness Inc.<br /><b>Recruiting</b>
"Spiritual Well-being, Self-compassion, Physical Symptoms Distress and Demoralization Among HD Patients",http://classic.clinicaltrials.gov/ct2/show/NCT06097858?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Hemodialysis<br /><b>Intervention</b>:    Other: this is an observation study<br /><b>Sponsor</b>:    National Taiwan University Hospital<br /><b>Completed</b>
Transcranial Ultrasound Via Sonolucent Cranioplasty,http://classic.clinicaltrials.gov/ct2/show/NCT06097845?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Cranioplasty;   Sonolucent Cranioplasty;   Reconstructive Cranioplasty<br /><b>Intervention</b>:    Diagnostic Test: Transcranial Ultrasound<br /><b>Sponsor</b>:    Northwell Health<br /><b>Recruiting</b>
Study of NXC-201 CAR-T in Patients With Light Chain (AL) Amyloidosis,http://classic.clinicaltrials.gov/ct2/show/NCT06097832?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Light Chain (AL) Amyloidosis<br /><b>Intervention</b>:    Biological: NXC-201 CAR-T<br /><b>Sponsor</b>:    Nexcella Inc.<br /><b>Not yet recruiting</b>
Therapy-Based Games' Effects on Motor and Cognitive Skills in Intellectual Disabilities,http://classic.clinicaltrials.gov/ct2/show/NCT06097819?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Intellectual Disability<br /><b>Interventions</b>:    Other: Mobile app-based game group;   Other: Supervised combined sensor-based game group;   Other: Individualized occupational therapy group<br /><b>Sponsor</b>:    Istanbul Medipol University Hospital<br /><b>Recruiting</b>
Effects of Different Fresh Gas Flows on Carboxyhemoglobin Levels and Postoperative Patient Outcomes in Pediatric Cardiovascular Surgery,http://classic.clinicaltrials.gov/ct2/show/NCT06097806?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Low Flow Anesthesia;   High Flow Anesthesia<br /><b>Intervention</b>:    Other: low and high flow<br /><b>Sponsor</b>:    Basaksehir Cam & Sakura Şehir Hospital<br /><b>Not yet recruiting</b>
KSD-101 Therapy for EBV-associated Nasopharyngeal Carcinoma: an Exploratory Clinical Trial,http://classic.clinicaltrials.gov/ct2/show/NCT06097793?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Nasopharyngeal Carcinoma<br /><b>Intervention</b>:    Biological: KSD-101<br /><b>Sponsor</b>:    Kousai Bio Co., Ltd.<br /><b>Not yet recruiting</b>"
Efficacy and Safety of NestaCell® in Huntington's Disease,http://classic.clinicaltrials.gov/ct2/show/NCT06097780?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Huntington Disease<br /><b>Intervention</b>:    Genetic: NestaCell®<br /><b>Sponsors</b>:    Azidus Brasil;   Cellavita Pesquisa Científica Ltda<br /><b>Not yet recruiting</b>
the Incidence of Necrotizing Enterocolitis in Preterm With Respiratory Distress Syndrome Undergoing Caffeine Therapy,http://classic.clinicaltrials.gov/ct2/show/NCT06097767?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Pharmacological Action of Drug<br /><b>Interventions</b>:    Drug: Caffeine citrate;   Drug: Amikacin<br /><b>Sponsor</b>:    Al-Azhar University<br /><b>Active, not recruiting</b>"
Intermittent Exogenous Ketosis (IEK) at High Altitude,http://classic.clinicaltrials.gov/ct2/show/NCT06097754?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Ketosis;   Hypoxia<br /><b>Interventions</b>:    Dietary Supplement: Ketone ester;   Dietary Supplement: Placebo<br /><b>Sponsors</b>:    Jozef Stefan Institute;   KU Leuven;   University of Lausanne<br /><b>Active, not recruiting</b>"
Pulmonary MRI Using Ultra Short /Zero TE Sequences,http://classic.clinicaltrials.gov/ct2/show/NCT06097741?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Image<br /><b>Intervention</b>:    Device: MRI sequences<br /><b>Sponsor</b>:    IWK Health Centre<br /><b>Not yet recruiting</b>
MEDI5752 in Combination With Carboplatin Plus Pemetrexed in Unresectable Pleural Mesothelioma,http://classic.clinicaltrials.gov/ct2/show/NCT06097728?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Unresectable Pleural Mesothelioma<br /><b>Interventions</b>:    Drug: Volrustomig;   Drug: Pemetrexed;   Drug: Carboplatin;   Drug: Cisplatin;   Drug: Nivolumab;   Drug: Ipilimumab<br /><b>Sponsor</b>:    AstraZeneca<br /><b>Not yet recruiting</b>
"Clinical,Endoscopic and Radiological Assessment of Portal Hypertension in Children With Chronic Liver Diseases",http://classic.clinicaltrials.gov/ct2/show/NCT06097715?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Portal Hypertension<br /><b>Interventions</b>:    Diagnostic Test: upper gastrointestinal endoscopy;   Diagnostic Test: 1- Complete blood count 2- Coagulation profile<br /><b>Sponsor</b>:    Sohag University<br /><b>Not yet recruiting</b>
"A Phase 1 Study to Evaluate the Safety, Tolerability and Pharmakinetics of BX-001N After Intravenous Bolus in Healthy Participants",http://classic.clinicaltrials.gov/ct2/show/NCT06097702?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Ischemia-reperfusion Injury<br /><b>Interventions</b>:    Drug: BX-001N Part 1;   Drug: BX-001N Part 2;   Drug: Placebo<br /><b>Sponsor</b>:    Bilix Co.,Ltd.<br /><b>Not yet recruiting</b>"
A Pilot Study to Assess the Feasibility of a Novel Non-invasive Technology to Measure Changing Blood Glucose Levels in Adults With Type-1 Diabetes Mellitus,http://classic.clinicaltrials.gov/ct2/show/NCT06097689?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Type 1 Diabetes Mellitus;   Type 1 Diabetes Mellitus With Hypoglycemia;   Type 1 Diabetes Mellitus With Hyperglycemia<br /><b>Intervention</b>:    Device: Lab Demo 1.0<br /><b>Sponsors</b>:    Spiden AG;   DCB Research AG<br /><b>Not yet recruiting</b>
"An Abuse Potential Study of Orally Administered HORIZANT in Healthy, Non-dependent, Recreational Drug Users",http://classic.clinicaltrials.gov/ct2/show/NCT06097676?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Abuse Potential<br /><b>Interventions</b>:    Drug: Placebo;   Drug: Alprazolam 2 mg;   Drug: Gabapentin Enacarbil Immediate Release (GE-IR) 200 mg;   Drug: Gabapentin Enacarbil Immediate Release (GE-IR) 450 mg;   Drug: Gabapentin Enacarbil Immediate Release (GE-IR) 700 mg<br /><b>Sponsor</b>:    Azurity Pharmaceuticals<br /><b>Completed</b>
"A Study to Investigate the Efficacy, Safety, and Tolerability of DFV890 and MAS825 for Inflammatory Marker Reduction in Adult Participants With Coronary Heart Disease and Clonal Hematopoiesis of Indeterminate Potential (CHIP)",http://classic.clinicaltrials.gov/ct2/show/NCT06097663?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Coronary Heart Disease;   Clonal Hematopoiesis of Indeterminate Potential (CHIP)<br /><b>Interventions</b>:    Drug: MAS825;   Drug: MAS825 Placebo;   Drug: DFV890;   Drug: DFV890 placebo<br /><b>Sponsor</b>:    Novartis Pharmaceuticals<br /><b>Not yet recruiting</b>
Cold Snare Polypectomy Versus Hot Snare Polypectomy for Resection of Small Pedunculated Colorectal Polyps：a Randomized Controlled Trial,http://classic.clinicaltrials.gov/ct2/show/NCT06097650?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Pedunculated Colorectal Polyps;   Haemorrhage<br /><b>Interventions</b>:    Other: cold snare polypectomy;   Other: hot snare polypectomy<br /><b>Sponsor</b>:    Ningbo No. 1 Hospital<br /><b>Recruiting</b>
Underwater Endoscopic Mucosal Resection Versus Metal Clips With Hot Snare Polypectomy for Resection of Big Pedunculated Colorectal Polyps：a Randomized Controlled Trial,http://classic.clinicaltrials.gov/ct2/show/NCT06097637?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Pedunculated Colorectal Polyps;   Haemorrhage<br /><b>Interventions</b>:    Other: underwater endoscopic mucosal resection;   Other: hot snare polypectomy<br /><b>Sponsor</b>:    Ningbo No. 1 Hospital<br /><b>Recruiting</b>
Effectiveness of Synchronized Tele-exercise,http://classic.clinicaltrials.gov/ct2/show/NCT06097624?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Healthy<br /><b>Intervention</b>:    Other: synchronized tele-exercise<br /><b>Sponsors</b>:    Okan University;   Ankara Medipol University;   Istanbul University - Cerrahpasa (IUC);   Duha Saydam Physical Therapy and Clinical Pilates Center (name of the center);   Ozel Uç Ufuk Çizgisi Special Education and Rehabilitation Center (name of the center<br /><b>Completed</b>
Tranexamic Acid Effect in Pediatric,http://classic.clinicaltrials.gov/ct2/show/NCT06097611?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Tranexamic Acid Effect in Pediatric Polytraumatized Patients<br /><b>Intervention</b>:    Drug: Tranexamic Acid administration<br /><b>Sponsor</b>:    Assiut University<br /><b>Not yet recruiting</b>
Prevalence of Irritable Bowel Syndrome in Medical Students Africa,http://classic.clinicaltrials.gov/ct2/show/NCT06097598?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Faculty of Medicine<br /><b>Intervention</b>:    <br /><b>Sponsors</b>:    Assiut University;   AsyutUniversity<br /><b>Not yet recruiting</b>
Gliflozins on HF in Regurgitant Rheumatic Heart,http://classic.clinicaltrials.gov/ct2/show/NCT06097585?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Rheumatic Heart Disease;   Heart Failure<br /><b>Intervention</b>:    Drug: SGLT2 inhibitor<br /><b>Sponsor</b>:    Assiut University<br /><b>Not yet recruiting</b>
Improved Diagnostics in Food Allergy Study,http://classic.clinicaltrials.gov/ct2/show/NCT06097572?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Food Allergy<br /><b>Interventions</b>:    Diagnostic Test: Intranasal food challenge;   Diagnostic Test: Mast cell activation test<br /><b>Sponsors</b>:    Imperial College London;   Royal College of Surgeons, Ireland;   University of Manchester<br /><b>Enrolling by invitation</b>"
International Non-selection Study for ERA® Test in Patients With Previous Implantation Failures,http://classic.clinicaltrials.gov/ct2/show/NCT06097559?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Infertility of Uterine Origin;   Implantation Failure<br /><b>Intervention</b>:    Diagnostic Test: Endometrial fluid and biopsy collection<br /><b>Sponsor</b>:    Igenomix<br /><b>Not yet recruiting</b>
Serum Retinoic Acid Induced Protein 14 (RAI14) and Metastasis Associated Cancer Colon -1 (MACC-1) in Breast Cancer,http://classic.clinicaltrials.gov/ct2/show/NCT06097546?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Breast Cancer<br /><b>Intervention</b>:    Diagnostic Test: laboratory test (RAI14 and MACC-1 )<br /><b>Sponsor</b>:    Assiut University<br /><b>Not yet recruiting</b>
Improvement of Quality of Life by Cannabinoids in Oncologic Patients,http://classic.clinicaltrials.gov/ct2/show/NCT06097533?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Medical Oncology;   Palliative Care;   Quality of Life;   Cannabinoids<br /><b>Intervention</b>:    Drug: Cannabisextrakt Avextra 10/10 Lösung<br /><b>Sponsors</b>:    University Hospital Schleswig-Holstein;   Avextra Pharma GmbH;   SocraMetrics GmbH<br /><b>Not yet recruiting</b>
Virtual Reality in Postoperative Acute Pain Management in Thoracic Surgery,http://classic.clinicaltrials.gov/ct2/show/NCT06097520?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Postoperative Pain<br /><b>Intervention</b>:    Other: VR Intervention<br /><b>Sponsor</b>:    University Hospital, Basel, Switzerland<br /><b>Recruiting</b>"
Patient Perspective on Climate Impact of Inhalers,http://classic.clinicaltrials.gov/ct2/show/NCT06097507?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Asthma<br /><b>Intervention</b>:    Behavioral: Educational intervention<br /><b>Sponsor</b>:    McGill University Health Centre/Research Institute of the McGill University Health Centre<br /><b>Not yet recruiting</b>
Investigating Healthcare Disparities in Vitiligo,http://classic.clinicaltrials.gov/ct2/show/NCT06097494?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Vitiligo<br /><b>Intervention</b>:    Other: No intervention<br /><b>Sponsors</b>:    Momentum Data;   Pfizer<br /><b>Active, not recruiting</b>"
Narrative Intervention for Chronic Illness,http://classic.clinicaltrials.gov/ct2/show/NCT06097481?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Heart Failure;   Heart Failure NYHA Class III;   Heart Failure NYHA Class IV<br /><b>Intervention</b>:    Behavioral: Narrative Intervention for Chronic Illness-Heart Failure<br /><b>Sponsor</b>:    University of Colorado, Denver<br /><b>Not yet recruiting</b>"
Nisin in Oral Cavity Squamous Cell Carcinoma (OCSCC),http://classic.clinicaltrials.gov/ct2/show/NCT06097468?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Oral Cavity Squamous Cell Carcinoma<br /><b>Interventions</b>:    Drug: NisinZ® P;   Procedure: Surgery (non-interventional, standard of care)<br /><b>Sponsors</b>:    University of California, San Francisco;   University of California, Los Angeles;   National Cancer Institute (NCI)<br /><b>Not yet recruiting</b>"
First in Human Study of the Infusion of ARI0003 Cells in Relapsed/Refractory to Treatment B-cell Aggressive Lymphoma,http://classic.clinicaltrials.gov/ct2/show/NCT06097455?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Refractory Non-Hodgkin Lymphoma;   Relapsed Non-Hodgkin Lymphoma<br /><b>Intervention</b>:    Genetic: ARI0003<br /><b>Sponsor</b>:    Fundacion Clinic per a la Recerca Biomédica<br /><b>Not yet recruiting</b>
Effect of Apollo Wearable on Long COVID-19 Symptoms.,http://classic.clinicaltrials.gov/ct2/show/NCT06097442?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Post-acute Sequelae of SARS-COV-2 Infection<br /><b>Intervention</b>:    <br /><b>Sponsors</b>:    The Board of Medicine;   Apollo Neuroscience, Inc.<br /><b>Recruiting</b>"
Platelet Aggregation in COVID-19 Patients,http://classic.clinicaltrials.gov/ct2/show/NCT06097429?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    COVID-19<br /><b>Intervention</b>:    Diagnostic Test: blood sample for platelet aggregation<br /><b>Sponsor</b>:    Mansoura University<br /><b>Completed</b>
Neoadjuvant Chemoradiotherapy Versus Total Neoadjuvant Therapy in the Treatment of T3 Rectal Cancer,http://classic.clinicaltrials.gov/ct2/show/NCT06097416?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Rectal Cancer<br /><b>Interventions</b>:    Drug: Neoadjuvant Chemoradiotherapy;   Drug: Total Neoadjuvant Therapy<br /><b>Sponsor</b>:    St. James's Hospital, Ireland<br /><b>Not yet recruiting</b>"
Cardiovascular Complications in Children With COVID 19,http://classic.clinicaltrials.gov/ct2/show/NCT06097403?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    COVID 19 Associated Coagulopathy<br /><b>Intervention</b>:    Diagnostic Test: Covid 19 swap<br /><b>Sponsor</b>:    Assiut University<br /><b>Not yet recruiting</b>
A Research Study Looking at New Protein-based Tablets in Healthy Men - Oral Formulation III,http://classic.clinicaltrials.gov/ct2/show/NCT06097390?sfpd_d=14&sel_rss=new14,"Tue, 24 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Healthy Participants<br /><b>Intervention</b>:    Drug: Semaglutide<br /><b>Sponsor</b>:    Novo Nordisk A/S<br /><b>Recruiting</b>
